H,B,S,V,R,C_hat,runtime,sat,alpha,d_H,d_B,d_S,d_V,d_R,runtime_safe,log_runtime,hard_runtime,local_kappa,local_log_kappa,local_trace,local_log_trace,local_rank,local_singular,local_lambda_min,local_lambda_max,local_log_det,local_effective_rank
0.5,0.9814814814814816,1.0,0.1389355742296918,0.7503477054451062,0.038953030961199,7.486343383789062e-05,True,3.0,0.5,0.01851851851851838,0.0,0.8610644257703082,0.2496522945548938,7.486343383789062e-05,-4.125730256534371,0,22455159.828011427,7.351316169907207,3.991473737802683e-05,-4.3988667129757095,3,1,-1.4166914014899103e-21,2.2455159828011426e-05,-39.40924187444359,2.1930777554395293
0.5,0.9277777777777778,1.0,0.138515406162465,0.7457332392183988,0.0368073186446291,8.893013000488281e-05,True,3.0,0.5,0.07222222222222219,0.0,0.8614845938375351,0.25426676078160115,8.893013000488281e-05,-4.050951072798899,0,435064963.32651937,8.638554111074127,0.0005991906887782427,-3.2224349433215194,4,1,-6.3283841507925454e-21,0.00043506496332651934,-29.460496955932246,2.1715295832524824
0.5,0.9851851851851852,1.0,0.1387955182072829,0.7526317090110967,0.0390097049796995,0.0001060962677001,True,3.0,0.5,0.014814814814814836,0.0,0.8612044817927171,0.24736829098890334,0.0001060962677001,-3.974299893627045,1,17792914.467347544,7.250247115461157,3.2173376588423435e-05,-4.49250334410222,3,1,-1.5614263919136411e-21,1.7792914467347544e-05,-39.72534672606573,2.184814146597739
0.5,0.9907407407407408,1.0,0.1371148459383753,0.7555015474631447,0.0386912981474867,8.106231689453125e-05,True,3.0,0.5,0.00925925925925919,0.0,0.8628851540616247,0.24449845253685532,8.106231689453125e-05,-4.091180987565331,0,23209780.98556422,7.365671061054319,3.569064592451155e-05,-4.447445580001771,3,1,0.0,2.320978098556422e-05,-39.52393933112368,2.125309517696387
0.5,0.9592592592592591,1.0,0.1389355742296918,0.752277589524935,0.0380291457020294,7.891654968261719e-05,True,3.0,0.5,0.040740740740740855,0.0,0.8610644257703082,0.24772241047506505,7.891654968261719e-05,-4.102831910831868,0,65483570.03235221,7.816132354877919,9.544883763647475e-05,-4.020229351469779,3,1,0.0,6.548357003235221e-05,-38.48972590681906,1.9980290727932184
0.5,0.9444444444444444,1.0,0.138235294117647,0.7624044563141957,0.0370390458934159,7.82012939453125e-05,True,3.0,0.5,0.05555555555555558,0.0,0.861764705882353,0.23759554368580427,7.82012939453125e-05,-4.1067860608959075,0,81723727.232741,7.91234817090673,0.00018929937790321114,-3.72285081096674,4,1,-1.8960417220703095e-20,8.1723727232741e-05,-30.48802574001234,3.039881744075786
0.5,0.9851851851851852,1.0,0.138515406162465,0.7717734502727356,0.0385103777217425,7.081031799316406e-05,True,3.0,0.5,0.014814814814814836,0.0,0.8614845938375351,0.22822654972726442,7.081031799316406e-05,-4.1499034552903735,0,48703515.86355132,7.687560322596313,8.0630496897623e-05,-4.093500658400789,3,1,-1.743841781568159e-21,4.8703515863551316e-05,-38.72917707566983,2.089066294297966
0.5,0.9703703703703704,1.0,0.1376750700280112,0.7562294909993963,0.0380348390944862,7.319450378417969e-05,True,3.0,0.5,0.02962962962962956,0.0,0.8623249299719888,0.2437705090006037,7.319450378417969e-05,-4.1355215291304,0,42577142.55965114,7.629176521877001,8.265192428933655e-05,-4.082747025543274,3,1,0.0,4.257714255965114e-05,-38.6974945849142,2.1349981801914484
0.5,0.9796296296296296,0.9972222222222222,0.1368347338935574,0.726323957927141,0.038716664026626,7.987022399902344e-05,True,3.0,0.5,0.020370370370370372,0.002777777777777768,0.8631652661064426,0.273676042072859,7.987022399902344e-05,-4.097615097570741,0,143947824.94710988,8.158205110087296,0.002030563723388198,-2.692383376665994,4,1,1.1873724696135262e-11,0.001709196844029454,-26.873816141095336,1.7294727798852936
0.5,0.9518518518518518,1.0,0.1362745098039215,0.7529868381564234,0.0369977529778421,8.392333984375e-05,True,3.0,0.5,0.04814814814814816,0.0,0.8637254901960785,0.24701316184357658,8.392333984375e-05,-4.076117241129455,0,68936348.24657656,7.8384482801736315,0.00011516945780437558,-3.9386626739619737,3,1,-5.319840375922275e-22,6.893634824657656e-05,-38.32336019303387,2.07979928922185
0.5,0.9685185185185186,1.0,0.138515406162465,0.7445640836112511,0.0384493584150514,7.200241088867188e-05,True,3.0,0.5,0.031481481481481444,0.0,0.8614845938375351,0.25543591638874885,7.200241088867188e-05,-4.142652961650436,0,63877536.08927622,7.805348162802119,0.00010315992714812857,-3.9864889690242333,3,1,0.0,6.387753608927621e-05,-38.453735103684174,2.064322554160432
0.5,0.9907407407407408,1.0,0.1378151260504201,0.7665018913407963,0.0386467357523859,8.20159912109375e-05,True,3.0,0.5,0.00925925925925919,0.0,0.8621848739495799,0.23349810865920373,8.20159912109375e-05,-4.086101462036056,0,31265211.15907897,7.495061380056657,5.9190121912137104e-05,-4.227750758186493,3,1,0.0,3.126521115907897e-05,-39.00942124903349,2.1675579885433196
0.5,0.9888888888888888,1.0,0.138375350140056,0.7721886073666916,0.038607022194245,7.987022399902344e-05,True,3.0,0.5,0.011111111111111183,0.0,0.861624649859944,0.2278113926333084,7.987022399902344e-05,-4.097615097570741,0,38503502.12047383,7.585500244227458,7.454971535044321e-05,-4.127554004627776,3,1,0.0,3.850350212047383e-05,-38.809444213948474,2.1406784318702794
0.5,0.9944444444444444,1.0,0.1364145658263305,0.7414442911081464,0.0389494832831719,0.0001630783081054,True,3.0,0.5,0.005555555555555647,0.0,0.8635854341736695,0.25855570889185364,0.0001630783081054,-3.787603802887653,1,35935208.7824246,7.555520184522765,5.4842794995480946e-05,-4.260880412116388,3,1,-4.238203644619342e-21,3.59352087824246e-05,-39.04344373664433,2.089772703181479
0.5,0.937037037037037,1.0,0.138515406162465,0.7521009064606041,0.0370395531444747,0.0001130104064941,True,3.0,0.5,0.062962962962963,0.0,0.8614845938375351,0.24789909353939588,0.0001130104064941,-3.9468815629336573,1,93744243.71082804,7.971944614351182,0.00021121861543658217,-3.675267806501055,4,1,6.830712859365408e-22,9.374424371082804e-05,-30.43285758078763,2.9784847390783344
0.5,0.9925925925925926,1.0,0.1397759103641456,0.7576983374508099,0.0394665380883699,9.012222290039062e-05,True,3.0,0.5,0.007407407407407418,0.0,0.8602240896358544,0.24230166254919006,9.012222290039062e-05,-4.045168104770361,0,27952208.020830408,7.446416135215196,4.27263243203158e-05,-4.369304457094694,3,1,-8.034715425695177e-22,2.7952208020830405e-05,-39.437434387969375,2.068850765779725
