H,B,S,V,R,C_hat,runtime,sat,alpha
0.3927986906710311,0.9694501018329938,1.0,0.18333333333333332,0.780986948053946,0.03919910950513616,0.00023508071899414062,True,4.1
0.3927986906710311,0.9748811948404617,1.0,0.18375350140056024,0.775692981695541,0.03962684357807043,0.0004138946533203125,True,4.1
0.3927986906710311,0.9830278343516633,1.0,0.18207282913165268,0.773187482093216,0.03964846163083101,0.00017523765563964844,True,4.1
0.3927986906710311,0.9653767820773931,1.0,0.1819327731092437,0.7780169653108275,0.038800911759986,0.0002951622009277344,True,4.1
0.3927986906710311,0.9871011541072641,1.0,0.18333333333333332,0.7825611264914752,0.03987757178322333,0.00030493736267089844,True,4.1
0.3927986906710311,0.9585879158180584,1.0,0.18403361344537814,0.7955661919320008,0.03859203912450011,0.00015497207641601562,True,4.1
0.3927986906710311,0.9830278343516633,1.0,0.18305322128851542,0.7821959977460299,0.03966046202330078,0.0001709461212158203,True,4.1
0.3927986906710311,0.9898167006109979,1.0,0.18501400560224088,0.7624094645677614,0.04081526388128575,0.0007870197296142578,False,4.1
0.3927986906710311,0.9938900203665988,1.0,0.18683473389355743,0.7797900646046242,0.040982383377098884,0.0006878376007080078,True,4.1
0.3927986906710311,0.9843856076035302,1.0,0.18571428571428572,0.7747758446793879,0.04046104550909666,0.0004107952117919922,True,4.1
0.3927986906710311,0.9613034623217923,1.0,0.18137254901960784,0.7889474878902513,0.03828287217792956,0.0013720989227294922,True,4.1
0.3927986906710311,0.9871011541072641,0.9979633401221996,0.18361344537815127,0.7877950047317793,0.039740474696426935,0.002653360366821289,False,4.1
0.3927986906710311,0.9789545145960624,1.0,0.18487394957983194,0.7650159713903437,0.040277233764019586,0.0002319812774658203,True,4.1
0.3927986906710311,0.988458927359131,1.0,0.18417366946778713,0.7907631065720432,0.039931725139687645,0.00027179718017578125,True,4.1
0.3927986906710311,0.9830278343516633,1.0,0.18417366946778713,0.7725131085694994,0.04012120264800103,0.002051830291748047,True,4.1
0.3927986906710311,0.9871011541072641,1.0,0.1854341736694678,0.7796710349643571,0.04040003516117083,0.000335693359375,True,4.1
0.3927986906710311,0.9640190088255262,0.9979633401221996,0.17969187675070028,0.7871595945670238,0.037995777508360806,0.00017905235290527344,True,4.1
0.3927986906710311,0.9694501018329938,1.0,0.1843137254901961,0.7942119238980744,0.039118252181502076,0.0005037784576416016,True,4.1
0.3927986906710311,0.9966055668703326,1.0,0.18375350140056024,0.7789593406818726,0.04043551251480006,0.00011777877807617188,True,4.1
0.3927986906710311,0.9585879158180584,1.0,0.1865546218487395,0.795430048748125,0.03912366361020589,0.0003237724304199219,True,4.1
0.3927986906710311,0.9694501018329938,1.0,0.18221288515406162,0.7799092132097387,0.038983132759525564,0.00015473365783691406,True,4.1
0.3927986906710311,0.9775967413441955,1.0,0.18389355742296917,0.7823175825059712,0.03961970253947842,0.00043511390686035156,True,4.1
0.3927986906710311,0.991174473862865,1.0,0.18585434173669468,0.7990231577288919,0.04022130047306298,0.00275421142578125,True,4.1
0.3927986906710311,0.9843856076035302,1.0,0.18487394957983194,0.7895926904633231,0.039944484422002935,0.00030994415283203125,True,4.1
0.3927986906710311,0.9613034623217923,1.0,0.18095238095238098,0.760566471087761,0.038809891118736735,0.00032210350036621094,True,4.1
0.3927986906710311,0.9477257298031229,1.0,0.18333333333333332,0.7659680696179283,0.03864660088338106,0.0006399154663085938,True,4.1
0.3927986906710311,0.9708078750848608,1.0,0.18249299719887954,0.7609736453169457,0.03951815685020359,0.0012331008911132812,True,4.1
0.3927986906710311,0.991174473862865,1.0,0.18207282913165268,0.7610756496919472,0.0402519829057021,0.0010669231414794922,True,4.1
0.3927986906710311,0.9952477936184657,1.0,0.18445378151260503,0.8088406991017759,0.03986470070821506,0.0005230903625488281,True,4.1
0.3927986906710311,0.9979633401221996,1.0,0.18529411764705883,0.7916816181305115,0.04054015683226021,0.0002269744873046875,True,4.1
0.3927986906710311,0.9789545145960624,1.0,0.18221288515406162,0.7817109003007116,0.03932551365028519,0.0014019012451171875,False,4.1
0.3927986906710311,0.9721656483367278,1.0,0.18305322128851542,0.7649106390148164,0.03960636343284581,0.00029087066650390625,True,4.1
