H,B,S,V,R,C_hat,runtime,sat,alpha
0.3571428571428571,0.9637681159420289,1.0,0.20504201680672268,0.7887542517778557,0.03945542448224429,0.001039266586303711,False,4.6
0.3571428571428571,0.9927536231884058,1.0,0.20434173669467787,0.7934204131352908,0.04039786667819694,0.0012478828430175781,False,4.6
0.3571428571428571,0.9782608695652174,0.9981884057971014,0.20210084033613446,0.7848554267786149,0.039488829252317385,0.0007281303405761719,False,4.6
0.3571428571428571,0.9577294685990339,1.0,0.2030812324929972,0.7815584723776081,0.03899011713658887,0.0005009174346923828,False,4.6
0.3571428571428571,0.9516908212560387,1.0,0.20224089635854342,0.7653052399245536,0.038939200617893494,0.0006000995635986328,False,4.6
0.3571428571428571,0.966183574879227,1.0,0.2064425770308123,0.7943765407778184,0.03969970858049653,0.0009248256683349609,False,4.6
0.3571428571428571,0.998792270531401,1.0,0.20448179271708683,0.7964213705536316,0.040603510482396285,0.0009090900421142578,False,4.6
0.3571428571428571,0.9891304347826086,1.0,0.20462184873949582,0.8051032523190954,0.04004474200021098,0.000720977783203125,False,4.6
0.3571428571428571,0.998792270531401,1.0,0.20210084033613446,0.8056906205838174,0.03992472463573068,0.0009388923645019531,False,4.6
0.3571428571428571,0.9903381642512077,1.0,0.20210084033613446,0.7805111310472514,0.04014661390274546,0.00045800209045410156,False,4.6
0.3571428571428571,0.9758454106280193,1.0,0.20434173669467787,0.7828082624607375,0.03994619755325385,0.0012660026550292969,False,4.6
0.3571428571428571,0.9975845410628019,1.0,0.20294117647058824,0.7969655632623451,0.040236677231770136,0.0008549690246582031,False,4.6
0.3571428571428571,0.9963768115942029,1.0,0.20140056022408961,0.7924721030619252,0.03998286036791189,0.00025963783264160156,True,4.6
0.3571428571428571,0.998792270531401,1.0,0.20434173669467787,0.7922624147319083,0.040669856015171674,0.0005140304565429688,False,4.6
0.3571428571428571,0.964975845410628,1.0,0.20336134453781513,0.79070167981541,0.039138446716000974,0.0010519027709960938,False,4.6
0.3571428571428571,0.9975845410628019,1.0,0.20574229691876753,0.7880448689479866,0.0409955635701451,0.0010859966278076172,False,4.6
0.3571428571428571,0.998792270531401,1.0,0.20574229691876753,0.790392025105397,0.04099138584803237,0.0007119178771972656,False,4.6
0.3571428571428571,0.9516908212560387,1.0,0.20280112044817927,0.790186044057659,0.038504371918723704,0.0009570121765136719,False,4.6
