H,B,S,V,R,C_hat,runtime,sat,alpha
0.33333333333333337,0.9844444444444445,1.0,0.21890756302521008,0.7974450131854707,0.03996456786874708,0.0005459785461425781,False,5.0
0.33333333333333337,0.9744444444444444,1.0,0.219327731092437,0.795970899090748,0.03966706709478515,0.0006830692291259766,False,5.0
0.33333333333333337,0.9888888888888889,1.0,0.21708683473389354,0.785223371695168,0.04008364210920946,0.0007517337799072266,False,5.0
0.33333333333333337,0.9955555555555555,1.0,0.22030812324929971,0.7922771644208852,0.04079149247777548,0.0006940364837646484,False,5.0
0.33333333333333337,0.9955555555555555,1.0,0.2208683473389356,0.7992204409665545,0.04073740505067258,0.0006320476531982422,False,5.0
0.33333333333333337,0.9955555555555555,1.0,0.22058823529411764,0.7849731703838593,0.041010485411562735,0.0003941059112548828,False,5.0
0.33333333333333337,0.9822222222222222,1.0,0.2207282913165266,0.7961541350344136,0.04023489854682234,0.0007221698760986328,False,5.0
0.33333333333333337,0.9744444444444444,1.0,0.2200280112044818,0.8015993001105381,0.039669397912549184,0.0006930828094482422,False,5.0
0.33333333333333337,0.9844444444444445,1.0,0.2173669467787115,0.783977632842391,0.039982879563563764,0.0004391670227050781,False,5.0
0.33333333333333337,0.9733333333333334,1.0,0.21974789915966386,0.7963376626676004,0.0396896353835573,0.0008656978607177734,False,5.0
0.33333333333333337,0.9922222222222222,1.0,0.21792717086834734,0.7723384136855564,0.040667964501759864,0.0004589557647705078,False,5.0
0.33333333333333337,0.9866666666666667,1.0,0.21890756302521008,0.7956052981013891,0.04009582008054189,0.0004909038543701172,False,5.0
0.33333333333333337,0.9922222222222222,1.0,0.2211484593837535,0.7787257408732211,0.04112090209762993,0.0008728504180908203,False,5.0
0.33333333333333337,0.9988888888888889,1.0,0.219187675070028,0.791923018704186,0.04072796585925806,0.0007779598236083984,False,5.0
0.33333333333333337,0.9688888888888889,1.0,0.2215686274509804,0.7992204409665545,0.039771925991450074,0.0007100105285644531,False,5.0
0.33333333333333337,0.9744444444444444,1.0,0.2176470588235294,0.8086406871567959,0.03908736069988995,0.0008900165557861328,False,5.0
0.33333333333333337,0.9555555555555556,1.0,0.2207282913165266,0.7838950486560557,0.039411539474884474,0.0006902217864990234,False,5.0
0.33333333333333337,0.9755555555555555,1.0,0.2211484593837535,0.7899942318884234,0.04017566270716406,0.0007529258728027344,False,5.0
0.33333333333333337,0.9688888888888889,1.0,0.21890756302521008,0.8004512604169047,0.03926739841527502,0.0006568431854248047,False,5.0
0.33333333333333337,0.9833333333333333,1.0,0.2208683473389356,0.803930734988762,0.04013221598366326,0.00037217140197753906,False,5.0
0.33333333333333337,0.9788888888888889,1.0,0.22142857142857145,0.8063111897612562,0.039999378272790063,0.0006659030914306641,False,5.0
0.33333333333333337,0.9844444444444445,1.0,0.22100840336134456,0.8061108886411272,0.04015451130405395,0.0012009143829345703,False,5.0
0.33333333333333337,0.9855555555555555,1.0,0.2211484593837535,0.8043240104577196,0.04026514397228319,0.0002999305725097656,False,5.0
0.33333333333333337,0.98,1.0,0.2200280112044818,0.7998815428874507,0.03993363845380579,0.00047779083251953125,False,5.0
0.33333333333333337,0.9644444444444444,1.0,0.2158263305322129,0.8013112043675445,0.038518702440359424,0.0004649162292480469,False,5.0
0.33333333333333337,0.9655555555555555,1.0,0.2207282913165266,0.8075205457447285,0.039303459809121706,0.0007579326629638672,False,5.0
0.33333333333333337,0.9888888888888889,1.0,0.21680672268907564,0.785223371695168,0.04003192128197177,0.0005290508270263672,False,5.0
0.33333333333333337,0.9455555555555556,1.0,0.2184873949579832,0.7976306123945569,0.038308199339329274,0.0008678436279296875,False,5.0
0.33333333333333337,1.0,1.0,0.2204481792717087,0.7883537132186225,0.04108959411614648,0.0005807876586914062,False,5.0
0.33333333333333337,0.9766666666666667,1.0,0.2208683473389356,0.8046198668832292,0.039844911743863225,0.0009911060333251953,False,5.0
0.33333333333333337,0.96,1.0,0.21792717086834734,0.7893871511306406,0.038972391426413525,0.0006930828094482422,False,5.0
0.33333333333333337,0.9888888888888889,1.0,0.21708683473389354,0.7875845708877053,0.04003069610454909,0.0004181861877441406,False,5.0
0.33333333333333337,0.9544444444444444,1.0,0.21834733893557423,0.786989813505698,0.03887364259012733,0.0006508827209472656,False,5.0
0.33333333333333337,0.9711111111111111,1.0,0.2208683473389356,0.8103941855349007,0.03949189875121007,0.0002918243408203125,False,5.0
0.33333333333333337,0.9844444444444445,0.9983333333333333,0.2211484593837535,0.8018881266704835,0.040206996786567986,0.0007710456848144531,False,5.0
0.33333333333333337,0.9733333333333334,1.0,0.22282913165266105,0.7913058450701818,0.040359202653949336,0.0006158351898193359,False,5.0
0.33333333333333337,0.9922222222222222,1.0,0.2173669467787115,0.7758363468510944,0.04048352028240628,0.0007250308990478516,False,5.0
0.33333333333333337,0.9955555555555555,1.0,0.21834733893557423,0.8015993001105381,0.040219248847314606,0.0010402202606201172,False,5.0
0.33333333333333337,0.9933333333333333,1.0,0.22142857142857145,0.8036366723037001,0.040649795630653296,0.0004611015319824219,False,5.0
0.33333333333333337,0.9888888888888889,1.0,0.21792717086834734,0.8075205457447285,0.03974242760128051,0.0006940364837646484,False,5.0
0.33333333333333337,0.9533333333333334,0.9983333333333333,0.21890756302521008,0.8056116884730459,0.03846232345212266,0.0004658699035644531,False,5.0
0.33333333333333337,0.9744444444444444,1.0,0.21988795518207285,0.8063111897612562,0.0395407323243259,0.0004620552062988281,False,5.0
0.33333333333333337,0.9955555555555555,1.0,0.2215686274509804,0.7949682689899223,0.040963376566107976,0.0009152889251708984,False,5.0
0.33333333333333337,0.9944444444444445,1.0,0.2219887955182073,0.8088455583653773,0.04068074041987766,0.0005848407745361328,False,5.0
0.33333333333333337,0.9744444444444444,1.0,0.21568627450980393,0.7703315154878356,0.039573434958607434,0.0006148815155029297,False,5.0
0.33333333333333337,0.9911111111111112,1.0,0.22296918767507004,0.7980959264813352,0.040966899388754106,0.0005269050598144531,False,5.0
0.33333333333333337,0.9933333333333333,1.0,0.2196078431372549,0.7894736842105263,0.04063462870729207,0.0006101131439208984,False,5.0
0.33333333333333337,0.9766666666666667,1.0,0.21988795518207285,0.7956052981013891,0.039867195357784053,0.0006330013275146484,False,5.0
0.33333333333333337,0.9822222222222222,1.0,0.21946778711484594,0.7885253209310604,0.04017576946566895,0.0006968975067138672,False,5.0
0.33333333333333337,0.9955555555555555,1.0,0.21568627450980393,0.7765327861118461,0.04028965406728602,0.0006270408630371094,False,5.0
0.33333333333333337,0.9988888888888889,1.0,0.22100840336134456,0.8064114741240735,0.04073690611658729,0.0005929470062255859,False,5.0
0.33333333333333337,0.9733333333333334,1.0,0.2196078431372549,0.7830723611890741,0.039959425089101275,0.0007920265197753906,False,5.0
0.33333333333333337,0.9977777777777778,1.0,0.219187675070028,0.7998815428874507,0.0405027759764763,0.0011577606201171875,False,5.0
0.33333333333333337,0.98,1.0,0.2184873949579832,0.8019845653225356,0.03960774814340184,0.00043702125549316406,False,5.0
0.33333333333333337,1.0,1.0,0.22478991596638656,0.8048175355436807,0.041516647704246325,0.0013680458068847656,False,5.0
0.33333333333333337,0.9688888888888889,1.0,0.2196078431372549,0.7943347312966007,0.03952729681189253,0.00049591064453125,False,5.0
0.33333333333333337,0.9911111111111112,1.0,0.21946778711484594,0.7983760229070619,0.040317294597082325,0.00043487548828125,False,5.0
0.33333333333333337,0.9866666666666667,1.0,0.21456582633053223,0.7733167109009825,0.03979453729550521,0.0005698204040527344,False,5.0
0.33333333333333337,0.9833333333333333,1.0,0.22296918767507004,0.786989813505698,0.04089802084135244,0.0006871223449707031,False,5.0
0.33333333333333337,0.9855555555555555,1.0,0.22100840336134456,0.8237521210636066,0.039810977729704294,0.0007607936859130859,False,5.0
0.33333333333333337,0.9922222222222222,1.0,0.2176470588235294,0.7869050933584186,0.04028459682038862,0.0005540847778320312,False,5.0
0.33333333333333337,0.9833333333333333,1.0,0.21904761904761905,0.8125990990933575,0.03961104452024386,0.00038695335388183594,False,5.0
0.33333333333333337,0.9988888888888889,1.0,0.21946778711484594,0.7901682643361877,0.04081998766185758,0.00043892860412597656,False,5.0
0.33333333333333337,0.9822222222222222,1.0,0.2176470588235294,0.7966135033341666,0.039663100006556436,0.0013318061828613281,False,5.0
0.33333333333333337,0.9822222222222222,1.0,0.2204481792717087,0.8030508260784099,0.04003013536954259,0.0006730556488037109,False,5.0
