H,B,S,V,R,C_hat,runtime,sat,alpha
0.5,0.9962962962962963,1.0,0.13557422969187674,0.7470828715279626,0.038656468050446466,0.0001690387725830078,True,3.0
0.5,0.9962962962962963,1.0,0.1369747899159664,0.7448970207921624,0.03910473734062542,9.703636169433594e-05,True,3.0
0.5,0.9462962962962963,1.0,0.13795518207282914,0.7434056871672555,0.03744007556535138,0.00011897087097167969,True,3.0
0.5,0.9703703703703703,1.0,0.1376750700280112,0.7599348594672278,0.03795476051146577,0.000125885009765625,True,3.0
0.5,0.975925925925926,1.0,0.1373949579831933,0.7484471783986428,0.03834468285367449,9.393692016601562e-05,True,3.0
0.5,0.9722222222222222,1.0,0.1392156862745098,0.7641437346372417,0.038360986338257366,0.00011229515075683594,True,3.0
0.5,0.9574074074074074,1.0,0.138375350140056,0.7484471783986428,0.03788549930485004,0.00010275840759277344,True,3.0
0.5,0.9907407407407407,1.0,0.13865546218487396,0.7427484954246273,0.03941234755300066,0.00010585784912109375,True,3.0
0.5,0.9814814814814815,1.0,0.13823529411764704,0.7517482898356973,0.03872570778414705,8.702278137207031e-05,True,3.0
0.5,0.9925925925925926,1.0,0.1369747899159664,0.7719808506106547,0.03836389240313244,0.00014781951904296875,True,3.0
0.5,0.9722222222222222,1.0,0.138515406162465,0.7695151906466517,0.0380521626042393,9.202957153320312e-05,True,3.0
0.5,0.9944444444444445,1.0,0.1380952380952381,0.7406359479093609,0.039447664508553866,0.00011706352233886719,True,3.0
0.5,0.9981481481481481,1.0,0.13935574229691874,0.7625964961446422,0.039458174328873274,8.487701416015625e-05,True,3.0
0.5,0.9962962962962963,1.0,0.1373949579831933,0.7486187658263888,0.03914120503018465,8.20159912109375e-05,True,3.0
0.5,0.9814814814814815,1.0,0.138375350140056,0.7406359479093609,0.03901242166702767,8.392333984375e-05,True,3.0
0.5,0.9814814814814815,1.0,0.1387955182072829,0.7491349434988966,0.038940744634271766,9.298324584960938e-05,True,3.0
0.5,0.9962962962962963,1.0,0.14089635854341737,0.7723967218959085,0.03960019841750737,8.702278137207031e-05,True,3.0
0.5,0.9981481481481481,1.0,0.13949579831932774,0.7459011523720587,0.03987553249206366,8.392333984375e-05,True,3.0
0.5,0.9592592592592593,1.0,0.1376750700280112,0.7538791195958524,0.03764971249322102,9.775161743164062e-05,True,3.0
0.5,0.9888888888888889,1.0,0.13781512605042015,0.7571454755018372,0.038779899640196465,0.00010991096496582031,True,3.0
0.5,0.9851851851851852,1.0,0.138515406162465,0.7562294909993963,0.03885122368204074,7.987022399902344e-05,True,3.0
0.5,0.987037037037037,1.0,0.138375350140056,0.733889069371069,0.039385910402712096,9.107589721679688e-05,True,3.0
0.5,0.9574074074074074,1.0,0.1376750700280112,0.7649247439033293,0.037341857165673197,9.703636169433594e-05,True,3.0
0.5,0.9685185185185186,1.0,0.13935574229691874,0.7649247439033293,0.03823636703846404,8.487701416015625e-05,True,3.0
0.5,0.9740740740740741,1.0,0.1361344537815126,0.7540583465851611,0.03779949674510023,7.700920104980469e-05,True,3.0
0.5,0.9944444444444445,1.0,0.138515406162465,0.7751353999896782,0.03879869661753713,8.20159912109375e-05,True,3.0
0.5,0.9814814814814815,1.0,0.13907563025210085,0.7586253033805297,0.038808766959245074,7.796287536621094e-05,True,3.0
0.5,0.962962962962963,1.0,0.1376750700280112,0.743570521726808,0.03801853587090549,0.00011610984802246094,True,3.0
0.5,0.937037037037037,1.0,0.13641456582633055,0.7484471783986428,0.03655400793536269,8.034706115722656e-05,True,3.0
0.5,0.9888888888888889,1.0,0.1376750700280112,0.7576983374508099,0.03872830383982391,8.702278137207031e-05,True,3.0
0.5,0.9537037037037037,1.0,0.1376750700280112,0.7472526003290786,0.03757362491924663,7.605552673339844e-05,True,3.0
0.5,0.9981481481481481,1.0,0.13893557422969188,0.7637550903380874,0.03931336340755621,9.989738464355469e-05,True,3.0
0.5,0.9796296296296296,1.0,0.13823529411764704,0.7571454755018372,0.038533916337754825,7.605552673339844e-05,True,3.0
0.5,0.9907407407407407,1.0,0.13823529411764704,0.7521009064606041,0.03908317742711956,0.00010180473327636719,True,3.0
0.5,0.9888888888888889,1.0,0.13823529411764704,0.7591848405968928,0.038853037716382384,0.00010585784912109375,True,3.0
0.5,0.9851851851851852,1.0,0.1376750700280112,0.7472526003290786,0.038813919301046995,9.489059448242188e-05,True,3.0
0.5,0.9907407407407407,1.0,0.13977591036414566,0.7293850516433041,0.04003784243973499,8.082389831542969e-05,True,3.0
0.5,0.9703703703703703,1.0,0.1392156862745098,0.7459011523720587,0.03868798080573557,7.700920104980469e-05,True,3.0
0.5,0.962962962962963,1.0,0.13949579831932774,0.7529868381564234,0.03831440369447055,8.487701416015625e-05,True,3.0
0.5,0.9888888888888889,1.0,0.1396358543417367,0.7595592798617437,0.03923833369769139,9.083747863769531e-05,True,3.0
0.5,0.9925925925925926,1.0,0.1387955182072829,0.7387167357410352,0.03961755353908086,8.7738037109375e-05,True,3.0
0.5,0.975925925925926,1.0,0.1399159663865546,0.7448970207921624,0.03912770235444098,0.00010228157043457031,True,3.0
0.5,0.9833333333333333,1.0,0.1399159663865546,0.7768522630133731,0.03871566590849269,8.416175842285156e-05,True,3.0
0.5,0.9925925925925926,1.0,0.14131652661064426,0.7593719181594384,0.039863584156249944,7.605552673339844e-05,True,3.0
0.5,0.9833333333333333,1.0,0.1373949579831933,0.7586253033805297,0.03841211805446866,9.393692016601562e-05,True,3.0
0.5,0.9574074074074074,1.0,0.1392156862745098,0.7612584789225944,0.03783832253587583,0.0001289844512939453,True,3.0
0.5,0.9592592592592593,1.0,0.138375350140056,0.761830131937954,0.037670441943442025,7.414817810058594e-05,True,3.0
0.5,0.9888888888888889,1.0,0.13669467787114845,0.7528091469857684,0.03855977470653295,6.914138793945312e-05,True,3.0
